id_hotel,name_hotel,Restaurant_place,Restaurant_time
h04164,Park Central Hotel New York,Starbucks,3
h04164,Park Central Hotel New York,Starbucks,1
h04164,Park Central Hotel New York,Brooklyn Diner,2
h28291,The Hotel @ Fifth Avenue,Grace Street Cafe,1
h28291,The Hotel @ Fifth Avenue,Food Gallery 32,1
h28291,The Hotel @ Fifth Avenue,Tous Les Jours,1
h28291,The Hotel @ Fifth Avenue,Turntable Chicken Jazz,4
h28291,The Hotel @ Fifth Avenue,BBQ Olive Chicken,1
h71756,"Hotel Indigo - NYC Downtown - Wall Street, an IHG Hotel",Crown Shy,2
h71756,"Hotel Indigo - NYC Downtown - Wall Street, an IHG Hotel",Black Fox Coffee,2
h71756,"Hotel Indigo - NYC Downtown - Wall Street, an IHG Hotel",Westville Wall Street,1
h71756,"Hotel Indigo - NYC Downtown - Wall Street, an IHG Hotel","""Vanessas Dumpling House""",2
h71756,"Hotel Indigo - NYC Downtown - Wall Street, an IHG Hotel",Sweetgreen,1
h12932,Courtyard by Marriott New York Manhattan/Times Square,"""LAdresse""",1
h12932,Courtyard by Marriott New York Manhattan/Times Square,La Colombe Torrefaction,1
h12932,Courtyard by Marriott New York Manhattan/Times Square,Elsie Rooftop,2
h12932,Courtyard by Marriott New York Manhattan/Times Square,Cook Eatery,2
h12932,Courtyard by Marriott New York Manhattan/Times Square,Stout,3
h58621,SpringHill Suites by Marriott New York Midtown Manhattan,Reichenbach Hall,1
h58621,SpringHill Suites by Marriott New York Midtown Manhattan,The Heist,1
h58621,SpringHill Suites by Marriott New York Midtown Manhattan,Clinton Hall,4
h58621,SpringHill Suites by Marriott New York Midtown Manhattan,Spyglass Rooftop Bar,4
h58621,SpringHill Suites by Marriott New York Midtown Manhattan,Cafe 37,1
h42452,Hotel 48LEX New York,Avra Estiatorio,1
h42452,Hotel 48LEX New York,The Seafire Grill,1
h42452,Hotel 48LEX New York,Starbucks,2
h42452,Hotel 48LEX New York,Ole & Steen,1
h42452,Hotel 48LEX New York,Lexington Lobby,1
h18752,Iberostar 70 Park Avenue,Park Avenue Tavern,2
h18752,Iberostar 70 Park Avenue,Zuma New York,3
h18752,Iberostar 70 Park Avenue,Union League Club,1
h18752,Iberostar 70 Park Avenue,Starbucks,1
h18752,Iberostar 70 Park Avenue,Pret A Manger,2
h64348,Residence Inn New York Manhattan/Central Park,Studio 54,1
h64348,Residence Inn New York Manhattan/Central Park,The Three Monkeys,1
h64348,Residence Inn New York Manhattan/Central Park,Ed Sullivan Theater,1
h64348,Residence Inn New York Manhattan/Central Park,"""Tanner Smiths""",2
h64348,Residence Inn New York Manhattan/Central Park,Starbucks,1
h10389,Mint House at 70 Pine,Cava,2
h10389,Mint House at 70 Pine,Crown Shy,1
h10389,Mint House at 70 Pine,Black Fox Coffee,1
h10389,Mint House at 70 Pine,"""Vanessas Dumpling House""",1
h10389,Mint House at 70 Pine,Sweetgreen,2
h20398,"Holiday Inn Express New York City Times Square, an IHG Hotel",Blue Ruin,2
h20398,"Holiday Inn Express New York City Times Square, an IHG Hotel",2 Bros Pizza,2
h20398,"Holiday Inn Express New York City Times Square, an IHG Hotel","""Scallywags""",1
h20398,"Holiday Inn Express New York City Times Square, an IHG Hotel",Tabata Noodle Restaurant,2
h20398,"Holiday Inn Express New York City Times Square, an IHG Hotel",Mercato,1
h33606,Sheraton Brooklyn New York Hotel,Bonchon Willoughby St,2
h33606,Sheraton Brooklyn New York Hotel,"""Stickys Finger Joint""",2
h33606,Sheraton Brooklyn New York Hotel,Sweetgreen,1
h33606,Sheraton Brooklyn New York Hotel,Tio Pio,2
h33606,Sheraton Brooklyn New York Hotel,AVA Brew,1
h24408,Aliz Hotel Times Square,Starbucks,2
h24408,Aliz Hotel Times Square,Jollibee,1
h24408,Aliz Hotel Times Square,Beer Authority,1
h24408,Aliz Hotel Times Square,Angelina Bakery,2
h24408,Aliz Hotel Times Square,Dear Irving on Hudson,1
h50456,Wyndham Garden Chinatown,Kamboat Bakery And Cafe,1
h50456,Wyndham Garden Chinatown,Tofu Tofu,1
h50456,Wyndham Garden Chinatown,Bambu,1
h50456,Wyndham Garden Chinatown,Da Long Yi Hot Pot,2
h50456,Wyndham Garden Chinatown,XO Taste,2
h10419,The Belvedere Hotel,"""Dutch Freds""",3
h10419,The Belvedere Hotel,The Q Nyc,2
h10419,The Belvedere Hotel,Starbucks,3
h10419,The Belvedere Hotel,Modern Tea,3
h10419,The Belvedere Hotel,"""Mickey Spillanes""",3
h22514,AC Hotel by Marriott New York Downtown,Industry Kitchen,2
h22514,AC Hotel by Marriott New York Downtown,Momofuku Ssäm Bar,2
h22514,AC Hotel by Marriott New York Downtown,Starbucks,2
h22514,AC Hotel by Marriott New York Downtown,Westville Wall Street,3
h22514,AC Hotel by Marriott New York Downtown,Pearl Diner,2
h90863,Hampton Inn Manhattan-Chelsea,Smithfield Hall,3
h90863,Hampton Inn Manhattan-Chelsea,Barcade,2
h90863,Hampton Inn Manhattan-Chelsea,2 Bros Pizza,2
h90863,Hampton Inn Manhattan-Chelsea,Starbucks,1
h90863,Hampton Inn Manhattan-Chelsea,"""Johnys Luncheonette""",3
h27714,Walker Hotel Tribeca,The Bar At Au Cheval,1
h27714,Walker Hotel Tribeca,"""McDonalds""",2
h27714,Walker Hotel Tribeca,Blue Bottle Coffee,1
h27714,Walker Hotel Tribeca,Lazy Sundaes,3
h27714,Walker Hotel Tribeca,Starbucks,1
h72750,The Lex NYC,Broken Shaker New York,1
h72750,The Lex NYC,Milu,2
h72750,The Lex NYC,Starbucks,1
h72750,The Lex NYC,Juice Generation,3
h72750,The Lex NYC,Yifang Fruit Tea,1
h25764,"The Algonquin Hotel Times Square, Autograph Collection",Valerie,4
h25764,"The Algonquin Hotel Times Square, Autograph Collection",Royal Grill Halal Food,1
h25764,"The Algonquin Hotel Times Square, Autograph Collection",STK Midtown,3
h25764,"The Algonquin Hotel Times Square, Autograph Collection",Red Flame Coffee Shop,1
h25764,"The Algonquin Hotel Times Square, Autograph Collection",Bluestone Lane,2
h30601,Sofitel New York,Valerie,4
h30601,Sofitel New York,STK Midtown,4
h30601,Sofitel New York,Red Flame Coffee Shop,1
h30601,Sofitel New York,Harvard Club of New York City,1
h30601,Sofitel New York,Strip House,1
h55466,The Bryant Park Hotel,Blue Bottle Coffee,1
h55466,The Bryant Park Hotel,Le Pain Quotidien,1
h55466,The Bryant Park Hotel,La Pecora Bianca Bryan,1
h55466,The Bryant Park Hotel,Starbucks,3
h55466,The Bryant Park Hotel,Chipotle Mexican Grill,1
h23846,DoubleTree by Hilton New York City - Chelsea,Skirt Steak,1
h23846,DoubleTree by Hilton New York City - Chelsea,"""LAmico""",2
h23846,DoubleTree by Hilton New York City - Chelsea,"""McDonalds""",3
h23846,DoubleTree by Hilton New York City - Chelsea,Ajisen Ramen,4
h23846,DoubleTree by Hilton New York City - Chelsea,Five Guys Burgers & Fries,2
h17739,"Distrikt Hotel New York City, Tapestry Collection by Hilton",Frames Bowling Lounge,4
h17739,"Distrikt Hotel New York City, Tapestry Collection by Hilton",Blue Ruin,1
h17739,"Distrikt Hotel New York City, Tapestry Collection by Hilton",2 Bros Pizza,1
h17739,"Distrikt Hotel New York City, Tapestry Collection by Hilton","""Scallywags""",2
h17739,"Distrikt Hotel New York City, Tapestry Collection by Hilton",Tabata Noodle Restaurant,1
h14769,HGU New York,"""Wolfgangs Steakhouse""",2
h14769,HGU New York,Pret A Manger,1
h14769,HGU New York,Her Name Is Han,2
h14769,HGU New York,Sushi By BouSu,1
h14769,HGU New York,Lamalo,2
h80785,City Club Hotel,Valerie,4
h80785,City Club Hotel,Royal Grill Halal Food,1
h80785,City Club Hotel,STK Midtown,4
h80785,City Club Hotel,Red Flame Coffee Shop,1
h80785,City Club Hotel,Bluestone Lane,3
h55703,Fairfield Inn & Suites New York Midtown Manhattan/Penn Station,Tick Tock Diner,3
h55703,Fairfield Inn & Suites New York Midtown Manhattan/Penn Station,"""McDonalds""",3
h55703,Fairfield Inn & Suites New York Midtown Manhattan/Penn Station,Five Guys Burgers & Fries,3
h55703,Fairfield Inn & Suites New York Midtown Manhattan/Penn Station,Skylight Diner,3
h55703,Fairfield Inn & Suites New York Midtown Manhattan/Penn Station,Bagels & More,3
h68429,Radio City Apartments,"""Juniors Restaurant & Bakery49th St""",2
h68429,Radio City Apartments,"""Del Friscos Double Eagle Steakhouse""",1
h68429,Radio City Apartments,Little Italy Pizza,2
h68429,Radio City Apartments,Playwright Tavern,1
h68429,Radio City Apartments,Majestic Deli,2
h14786,LUMA Hotel Times Square,"""Joes Pizza""",2
h14786,LUMA Hotel Times Square,Genji Sushi Kano,1
h14786,LUMA Hotel Times Square,"""LAdresse""",3
h14786,LUMA Hotel Times Square,Cook Eatery,3
h14786,LUMA Hotel Times Square,Shake Shack,1
h19950,Made Hotel,Skirt Steak,1
h19950,Made Hotel,Milk Bar NYC Flagship,1
h19950,Made Hotel,"""LAmico""",1
h19950,Made Hotel,"""McDonalds""",2
h19950,Made Hotel,Barn Joo Nomad,2
h23382,Residence Inn by Marriott New York Manhattan/Midtown East,Avra Estiatorio,1
h23382,Residence Inn by Marriott New York Manhattan/Midtown East,The Seafire Grill,1
h23382,Residence Inn by Marriott New York Manhattan/Midtown East,Starbucks,3
h23382,Residence Inn by Marriott New York Manhattan/Midtown East,Ole & Steen,1
h23382,Residence Inn by Marriott New York Manhattan/Midtown East,Lexington Lobby,1
h31800,Renaissance New York Chelsea Hotel,Smithfield Hall,1
h31800,Renaissance New York Chelsea Hotel,2 Bros Pizza,1
h31800,Renaissance New York Chelsea Hotel,Sandbar Rooftop,4
h31800,Renaissance New York Chelsea Hotel,The Grey Dog,2
h31800,Renaissance New York Chelsea Hotel,Starbucks,1
h35729,Royalton Park Avenue,"""McDonalds""",1
h35729,Royalton Park Avenue,Pret A Manger,1
h35729,Royalton Park Avenue,Bagel & Schmear,2
h35729,Royalton Park Avenue,Marta,2
h35729,Royalton Park Avenue,Atomix,2
h21604,Washington Square Hotel,Starbucks,2
h21604,Washington Square Hotel,Mace,1
h21604,Washington Square Hotel,Stumptown Coffee Roasters,1
h21604,Washington Square Hotel,Analogue,2
h21604,Washington Square Hotel,99 Cents Fresh Pizza,2
h11444,Hotel St. James,Chick-Fil-A,2
h11444,Hotel St. James,"""Connollys Pub & Restaurant""",1
h11444,Hotel St. James,Royal Grill Halal Food,2
h11444,Hotel St. James,Bar 54,1
h11444,Hotel St. James,Cafe Un Deux Trois,3
h04085,Off Soho Suites Hotel,Bowery Ballroom,2
h04085,Off Soho Suites Hotel,CanteenM,2
h04085,Off Soho Suites Hotel,Sweet & Vicious,2
h04085,Off Soho Suites Hotel,Freemans,1
h04085,Off Soho Suites Hotel,Katra,1
h69397,Hilton Garden Inn New York/Central Park South-Midtown West,Studio 54,1
h69397,Hilton Garden Inn New York/Central Park South-Midtown West,The Three Monkeys,1
h69397,Hilton Garden Inn New York/Central Park South-Midtown West,Ed Sullivan Theater,1
h69397,Hilton Garden Inn New York/Central Park South-Midtown West,Starbucks,1
h69397,Hilton Garden Inn New York/Central Park South-Midtown West,Chick-Fil-A,2
h58316,Casablanca Hotel by Library Hotel Collection,Hard Rock Cafe,2
h58316,Casablanca Hotel by Library Hotel Collection,"""Carmines""",2
h58316,Casablanca Hotel by Library Hotel Collection,Starbucks,1
h58316,Casablanca Hotel by Library Hotel Collection,"""Jimmys Corner""",3
h58316,Casablanca Hotel by Library Hotel Collection,"""Virgils Real Barbecue""",2
h40426,The Gotham Hotel,Black Fox Coffee,2
h40426,The Gotham Hotel,Katsuhama,3
h40426,The Gotham Hotel,Tommy Bahama Restaurant | Bar | Store New York,2
h40426,The Gotham Hotel,"""Connollys Pub & Restaurant""",3
h40426,The Gotham Hotel,Starbucks,2
h89203,Millennium Downtown New York,Eataly,2
h89203,Millennium Downtown New York,Millenium Hilton Lobby Lounge,1
h89203,Millennium Downtown New York,Gong CHA,2
h89203,Millennium Downtown New York,Stage Door Delicatessen,2
h89203,Millennium Downtown New York,Wf Beer Garden,2
h08736,Warwick New York,The Halal Guys,2
h08736,Warwick New York,Fogo de Chão,3
h08736,Warwick New York,"""Herb N Kitchen""",3
h08736,Warwick New York,Nusr-Et Steakhouse,2
h08736,Warwick New York,Le Pain Quotidien,2
h39127,Residence Inn by Marriott New York Downtown Manhattan/Financial District,Starbucks,2
h39127,Residence Inn by Marriott New York Downtown Manhattan/Financial District,Mezcali,2
h39127,Residence Inn by Marriott New York Downtown Manhattan/Financial District,"""Harrys Italian Pizza Bar""",2
h39127,Residence Inn by Marriott New York Downtown Manhattan/Financial District,Country Cafe,2
h39127,Residence Inn by Marriott New York Downtown Manhattan/Financial District,Stout,2
h92155,1 Hotel Central Park,Quality Italian,1
h92155,1 Hotel Central Park,Starbucks,2
h92155,1 Hotel Central Park,"""Sarabeths""",2
h92155,1 Hotel Central Park,Zibetto Espresso Bar,2
h92155,1 Hotel Central Park,Rue 57,1
h85693,Hilton Club The Quin New York,Quality Italian,1
h85693,Hilton Club The Quin New York,Starbucks,1
h85693,Hilton Club The Quin New York,Zibetto Espresso Bar,1
h85693,Hilton Club The Quin New York,Rue 57,1
h85693,Hilton Club The Quin New York,Nobu Fifty Seven,1
h22442,Ace Hotel New York,Milk Bar NYC Flagship,1
h22442,Ace Hotel New York,Pergola,2
h22442,Ace Hotel New York,Stumptown Coffee Roasters,1
h22442,Ace Hotel New York,Lady M Cake Boutique,2
h22442,Ace Hotel New York,Paper Coffee,2
h08354,"The Time New York, part of JdV by Hyatt","""Juniors Restaurant & Bakery49th St""",1
h08354,"The Time New York, part of JdV by Hyatt",Playwright Tavern,1
h08354,"The Time New York, part of JdV by Hyatt",Nothing Really Matters,2
h08354,"The Time New York, part of JdV by Hyatt",Carolines On Broadway,1
h08354,"The Time New York, part of JdV by Hyatt",Toloache,3
h45485,Roxy Hotel New York,Roxy Bar,1
h45485,Roxy Hotel New York,Anejo Tribeca,1
h45485,Roxy Hotel New York,Macao Trading Company,2
h45485,Roxy Hotel New York,Frenchette,1
h45485,Roxy Hotel New York,"""Pauls Cocktail Lounge""",1
h20288,"The Lexington Hotel, Autograph Collection",Avra Estiatorio,1
h20288,"The Lexington Hotel, Autograph Collection",The Seafire Grill,1
h20288,"The Lexington Hotel, Autograph Collection",Starbucks,3
h20288,"The Lexington Hotel, Autograph Collection",Ole & Steen,1
h20288,"The Lexington Hotel, Autograph Collection",Lexington Lobby,1
h39991,Hyatt Herald Square New York,Gaonnuri,2
h39991,Hyatt Herald Square New York,Tous Les Jours,3
h39991,Hyatt Herald Square New York,Ayza Wine & Chocolate Bar,1
h39991,Hyatt Herald Square New York,BBQ Olive Chicken,3
h39991,Hyatt Herald Square New York,Turntable Bar & Karaoke,3
h86558,Chelsea Inn,Hollywood Diner,2
h86558,Chelsea Inn,Think Coffee,3
h86558,Chelsea Inn,The Raines Law Room,1
h86558,Chelsea Inn,Burger & Lobster,4
h86558,Chelsea Inn,Kyma,2
h89612,The Wallace,"""Playa Bettys""",3
h89612,The Wallace,Starbucks,3
h89612,The Wallace,Miriam,4
h89612,The Wallace,Sala Thai Restaurant,4
h89612,The Wallace,Amsterdam Ale House,2
h54869,Hyatt Union Square New York,Max Brenner New York,2
h54869,Hyatt Union Square New York,Chipotle Mexican Grill,3
h54869,Hyatt Union Square New York,Outro,2
h54869,Hyatt Union Square New York,3 Times,2
h54869,Hyatt Union Square New York,Cava,1
h79244,"Park South Hotel, part of JdV by Hyatt","""McDonalds""",1
h79244,"Park South Hotel, part of JdV by Hyatt",Bagel & Schmear,1
h79244,"Park South Hotel, part of JdV by Hyatt",Le Cafe Coffee,2
h79244,"Park South Hotel, part of JdV by Hyatt",Chote Nawab,1
h79244,"Park South Hotel, part of JdV by Hyatt",Bhatti Indian Grill,1
h93411,"Hotel Indigo Lower East Side New York, an IHG Hotel","""Katzs Deli""",1
h93411,"Hotel Indigo Lower East Side New York, an IHG Hotel",Mr. Purple,2
h93411,"Hotel Indigo Lower East Side New York, an IHG Hotel",Ludlow Coffee Supply,1
h93411,"Hotel Indigo Lower East Side New York, an IHG Hotel",Pianos,1
h93411,"Hotel Indigo Lower East Side New York, an IHG Hotel",Il Laboratorio Del Gelato,1
h08989,Royalton New York,Valerie,4
h08989,Royalton New York,Royal Grill Halal Food,1
h08989,Royalton New York,STK Midtown,4
h08989,Royalton New York,Red Flame Coffee Shop,1
h08989,Royalton New York,Bluestone Lane,3
h28417,Fairfield Inn by Marriott New York Manhattan/Fifth Avenue,Reichenbach Hall,1
h28417,Fairfield Inn by Marriott New York Manhattan/Fifth Avenue,"""I Milky""",2
h28417,Fairfield Inn by Marriott New York Manhattan/Fifth Avenue,The Heist,1
h28417,Fairfield Inn by Marriott New York Manhattan/Fifth Avenue,Spyglass Rooftop Bar,4
h28417,Fairfield Inn by Marriott New York Manhattan/Fifth Avenue,Cafe 37,1
h53993,Walker Hotel Greenwich Village,Bagel Buffet,1
h53993,Walker Hotel Greenwich Village,Starbucks,2
h53993,Walker Hotel Greenwich Village,O Cafe,2
h53993,Walker Hotel Greenwich Village,"""Murrays Bagels""",1
h53993,Walker Hotel Greenwich Village,Five Guys Burgers & Fries,3
h74597,The FIDI Hotel,The Dead Rabbit,2
h74597,The FIDI Hotel,Fraunces Tavern,2
h74597,The FIDI Hotel,Chipotle Mexican Grill,1
h74597,The FIDI Hotel,Starbucks,2
h74597,The FIDI Hotel,Flavors,2
h18664,SIXTY Lower East Side,Mr. Purple,2
h18664,SIXTY Lower East Side,Rockwood Music Hall,1
h18664,SIXTY Lower East Side,Blue Ribbon Sushi Izakaya,2
h18664,SIXTY Lower East Side,The Late Late,1
h18664,SIXTY Lower East Side,82 Stanton,1
h53367,The MUSE New York,"""Connollys Pub & Restaurant""",3
h53367,The MUSE New York,Havana Central,3
h53367,The MUSE New York,Long Acre Tavern,4
h53367,The MUSE New York,Bar 54,4
h53367,The MUSE New York,The Perfect Pint,4
h78647,The Ludlow Hotel,"""Katzs Deli""",1
h78647,The Ludlow Hotel,Mr. Purple,2
h78647,The Ludlow Hotel,Ludlow Coffee Supply,1
h78647,The Ludlow Hotel,Il Laboratorio Del Gelato,1
h78647,The Ludlow Hotel,Mercury Lounge,1
h84887,The Sohotel,Sel Rrose,1
h84887,The Sohotel,Bowery Ballroom,2
h84887,The Sohotel,Home Sweet Home,2
h84887,The Sohotel,CanteenM,2
h84887,The Sohotel,Nom Wah Nolita,1
h13014,Residence Inn by Marriott New York Manhattan/Times Square,Culture Espresso,1
h13014,Residence Inn by Marriott New York Manhattan/Times Square,Refinery Rooftop,1
h13014,Residence Inn by Marriott New York Manhattan/Times Square,La Colombe Torrefaction,1
h13014,Residence Inn by Marriott New York Manhattan/Times Square,Parker & Quinn,1
h13014,Residence Inn by Marriott New York Manhattan/Times Square,Yifang Taiwan Fruit Tea,1
h22388,Ink 48 Hotel,Harbor,3
h22388,Ink 48 Hotel,Gotham West Market,3
h22388,Ink 48 Hotel,The Press Lounge,1
h22388,Ink 48 Hotel,Hardware Bar,4
h22388,Ink 48 Hotel,Landmark Tavern,2
h64680,"Le Meridien New York, Central Park by Marriott",Quality Italian,2
h64680,"Le Meridien New York, Central Park by Marriott",Starbucks,2
h64680,"Le Meridien New York, Central Park by Marriott",Zibetto Espresso Bar,2
h64680,"Le Meridien New York, Central Park by Marriott",One57,1
h64680,"Le Meridien New York, Central Park by Marriott",Rue 57,2
h41827,YOTEL New York Times Square,The Spot,2
h41827,YOTEL New York Times Square,Legacy Records,4
h41827,YOTEL New York Times Square,Superior Gourmet Marketplace,2
h41827,YOTEL New York Times Square,Mr Biggs Bar & Grill,2
h41827,YOTEL New York Times Square,"""Ollies""",3
h30039,The Times Square EDITION,Starbucks,1
h30039,The Times Square EDITION,Olive Garden,1
h30039,The Times Square EDITION,Little Italy Pizza,2
h30039,The Times Square EDITION,The Living Room,1
h30039,The Times Square EDITION,Havana Central,3
h64653,The Manhattan Club,Carnegie Diner,2
h64653,The Manhattan Club,"""Tanner Smiths""",2
h64653,The Manhattan Club,Starbucks,2
h64653,The Manhattan Club,Brooklyn Diner,1
h64653,The Manhattan Club,Souvlaki GR,1
h52328,Comfort Inn Manhattan - Midtown West,Harbor,4
h52328,Comfort Inn Manhattan - Midtown West,The Press Lounge,1
h52328,Comfort Inn Manhattan - Midtown West,Hardware Bar,3
h52328,Comfort Inn Manhattan - Midtown West,Landmark Tavern,3
h52328,Comfort Inn Manhattan - Midtown West,Thirst NYC,3
h10630,The Standard High Line,Studio Cafe at the Whitney,3
h10630,The Standard High Line,Brass Monkey,4
h10630,The Standard High Line,The Biergarten at The Standard,1
h10630,The Standard High Line,The Standard Plaza,4
h10630,The Standard High Line,Grill Café At The Standard,1
h53299,Broadway Plaza Hotel,230 Fifth Rooftop Lounge,1
h53299,Broadway Plaza Hotel,The Smith,1
h53299,Broadway Plaza Hotel,Ilili,2
h53299,Broadway Plaza Hotel,Lady M Cake Boutique,2
h53299,Broadway Plaza Hotel,Planta Queen,1
h12078,"The Beekman, A Thompson Hotel",Starbucks,1
h12078,"The Beekman, A Thompson Hotel",Zucker’s Bagels & Smoked Fish,2
h12078,"The Beekman, A Thompson Hotel",Brooklyn Chop House,1
h12078,"The Beekman, A Thompson Hotel",Birch Coffee,1
h66179,Kasa The Duffy Times Square,Obao,1
h66179,Kasa The Duffy Times Square,Bird & Branch,2
h66179,Kasa The Duffy Times Square,Galaxy Diner,1
h66179,Kasa The Duffy Times Square,"""Lillys Craft & Kitchen""",1
h66179,Kasa The Duffy Times Square,Mari,2
h14742,3 West Club,"""Bills Bar & Burger""",1
h14742,3 West Club,Blue Bottle Coffee,2
h14742,3 West Club,"""Del Friscos Grille""",1
h14742,3 West Club,Black Seed Bagels,2
h14742,3 West Club,Grand Salon,4
h37678,Moxy NYC East Village,Westside Market NYC,1
h37678,Moxy NYC East Village,"""Rubys Cafe""",1
h37678,Moxy NYC East Village,Amsterdam Billiard Club,1
h37678,Moxy NYC East Village,Tim Ho Wan,1
h37678,Moxy NYC East Village,Han Dynasty,2
h01639,Millennium Hilton New York One UN Plaza,Ambassador Grill – ONE UN New York Hotel,1
h01639,Millennium Hilton New York One UN Plaza,Kaoru M C,4
h01639,Millennium Hilton New York One UN Plaza,"""Johns Coffee Shop""",2
h01639,Millennium Hilton New York One UN Plaza,Pennylane Coffee,3
h01639,Millennium Hilton New York One UN Plaza,Tudor City Steakhouse,3
h93941,Aloft Manhattan Downtown - Financial District,"""Joes Pizza FiDi""",3
h93941,Aloft Manhattan Downtown - Financial District,Open Kitchen,2
h93941,Aloft Manhattan Downtown - Financial District,Zucker’s Bagels & Smoked Fish,2
h93941,Aloft Manhattan Downtown - Financial District,Birch Coffee,2
h93941,Aloft Manhattan Downtown - Financial District,The Bar Room at Temple Court,2
h43395,Selina Chelsea,The Eagle,3
h43395,Selina Chelsea,La Colombe Coffee Roasters,3
h43395,Selina Chelsea,Gallow Green,3
h43395,Selina Chelsea,Death Ave,2
h43395,Selina Chelsea,The Lodge at Gallow Green,3
h32857,Da Vinci Hotel,Chipotle Mexican Grill,1
h32857,Da Vinci Hotel,"""Wendys""",2
h32857,Da Vinci Hotel,Popeyes Louisiana Kitchen,3
h32857,Da Vinci Hotel,SUGARFISH by sushi nozawa,1
h32857,Da Vinci Hotel,Vida Verde,2
h37978,Pestana Park Avenue,Zuma New York,1
h37978,Pestana Park Avenue,Cava,2
h37978,Pestana Park Avenue,Starbucks,1
h37978,Pestana Park Avenue,"""Mulligans Pub""",1
h37978,Pestana Park Avenue,Benjamin Steakhouse Prime,2
h76162,Liberty View Brooklyn hotel,KFC,2
h76162,Liberty View Brooklyn hotel,Mama Tried,4
h76162,Liberty View Brooklyn hotel,Tin Cup Cafe,6
h76162,Liberty View Brooklyn hotel,Baked In Brooklyn,6
h76162,Liberty View Brooklyn hotel,Maglia Rosa NYC,8
h35095,Chelsea Savoy Hotel,East One Coffee Roasters,1
h35095,Chelsea Savoy Hotel,Taco Bell,1
h35095,Chelsea Savoy Hotel,Barcade,2
h35095,Chelsea Savoy Hotel,The Copper Still,2
h35095,Chelsea Savoy Hotel,Chelsea Papaya,1
h46178,TBA Times Square,Frames Bowling Lounge,4
h46178,TBA Times Square,Dear Irving on Hudson,1
h46178,TBA Times Square,Blue Ruin,1
h46178,TBA Times Square,2 Bros Pizza,1
h46178,TBA Times Square,"""Scallywags""",2
h35252,The Nolitan,Thai Diner,1
h35252,The Nolitan,"""Lombardis""",2
h35252,The Nolitan,"""Mothers Ruin""",1
h35252,The Nolitan,Nom Wah Nolita,1
h35252,The Nolitan,Nolita Pizza,1
h11765,Orchard Street Hotel,Ludlow House,2
h11765,Orchard Street Hotel,Mr. Purple,1
h11765,Orchard Street Hotel,Hair of the Dog,1
h11765,Orchard Street Hotel,"""Arlenes Grocery""",1
h11765,Orchard Street Hotel,Trapizzino,1
h68102,Motto by Hilton New York City Chelsea,Smithfield Hall,4
h68102,Motto by Hilton New York City Chelsea,Barcade,2
h68102,Motto by Hilton New York City Chelsea,2 Bros Pizza,2
h68102,Motto by Hilton New York City Chelsea,Starbucks,1
h68102,Motto by Hilton New York City Chelsea,Marathon Coffee,3
h25130,Concorde Hotel New York,Starbucks,1
h25130,Concorde Hotel New York,Shake Shack 630 Lexington Ave54th & Lex,2
h25130,Concorde Hotel New York,Crab House All You Can Eat Seafood,1
h25130,Concorde Hotel New York,"""Bobby Vans Steakhouse""",2
h25130,Concorde Hotel New York,Just Salad,1
h15806,"Holiday Inn Express - New York City Chelsea, an IHG Hotel","""Mustang Harrys""",2
h15806,"Holiday Inn Express - New York City Chelsea, an IHG Hotel","""Walters Bar""",2
h15806,"Holiday Inn Express - New York City Chelsea, an IHG Hotel",Mission Nightclub,4
h15806,"Holiday Inn Express - New York City Chelsea, an IHG Hotel",The Triple Crown Ale House & Restaurant,2
h15806,"Holiday Inn Express - New York City Chelsea, an IHG Hotel",Haymaker Bar and Kitchen,1
h03281,Renaissance New York Times Square Hotel,Starbucks,2
h03281,Renaissance New York Times Square Hotel,Olive Garden,2
h03281,Renaissance New York Times Square Hotel,Little Italy Pizza,1
h03281,Renaissance New York Times Square Hotel,Playwright Tavern,2
h03281,Renaissance New York Times Square Hotel,The Living Room,2
h12653,Hampton Inn Madison Square Garden Area Hotel,The Harold,3
h12653,Hampton Inn Madison Square Garden Area Hotel,Biao Sugar,3
h12653,Hampton Inn Madison Square Garden Area Hotel,Yong Kang Street,2
h12653,Hampton Inn Madison Square Garden Area Hotel,Skirt Steak,3
h12653,Hampton Inn Madison Square Garden Area Hotel,Starbucks,1
h55328,Hampton Inn Manhattan/Downtown-Financial District,The Dead Rabbit,2
h55328,Hampton Inn Manhattan/Downtown-Financial District,Fraunces Tavern,1
h55328,Hampton Inn Manhattan/Downtown-Financial District,Chipotle Mexican Grill,2
h55328,Hampton Inn Manhattan/Downtown-Financial District,Flavors,1
h55328,Hampton Inn Manhattan/Downtown-Financial District,Naya Express,3
h40022,Fairfield Inn & Suites by Marriott New York ManhattanChelsea,Skirt Steak,2
h40022,Fairfield Inn & Suites by Marriott New York ManhattanChelsea,"""LAmico""",2
h40022,Fairfield Inn & Suites by Marriott New York ManhattanChelsea,"""McDonalds""",1
h40022,Fairfield Inn & Suites by Marriott New York ManhattanChelsea,Barn Joo Nomad,1
h40022,Fairfield Inn & Suites by Marriott New York ManhattanChelsea,The Wilson NYC,4
h21783,The Dominick,Essen Fast Slow Food,2
h21783,The Dominick,Starbucks,1
h21783,The Dominick,SUGARFISH by sushi nozawa,2
h21783,The Dominick,Vestry,1
h21783,The Dominick,Cafe Altro Paradiso,1
h19176,Hyatt Place Long Island City/New York City,Dutch Kills,2
