id_hotel,name_hotel,Restaurant_place,Restaurant_time
h19176,Hyatt Place Long Island City/New York City,Starbucks,4
h19176,Hyatt Place Long Island City/New York City,Chip CityLIC,5
h19176,Hyatt Place Long Island City/New York City,Brooks 1890 Restaurant,5
h19176,Hyatt Place Long Island City/New York City,Teazzi Tea Shop,4
h53343,Library Hotel by Library Hotel Collection,Chick-Fil-A,1
h53343,Library Hotel by Library Hotel Collection,"""McDonalds""",2
h53343,Library Hotel by Library Hotel Collection,Sunrise Mart,1
h53343,Library Hotel by Library Hotel Collection,Cava,1
h53343,Library Hotel by Library Hotel Collection,Sixth Burner,2
h21300,The Kimberly Hotel,Gyu-Kaku BBQ,1
h21300,The Kimberly Hotel,Panda Express,2
h21300,The Kimberly Hotel,Smith & Wollensky,2
h21300,The Kimberly Hotel,Starbucks,1
h21300,The Kimberly Hotel,"""McDonalds""",1
h27921,Moxy NYC Downtown,"""Joes Pizza FiDi""",3
h27921,Moxy NYC Downtown,Gong CHA,4
h27921,Moxy NYC Downtown,Chick-Fil-A,2
h27921,Moxy NYC Downtown,Zucker’s Bagels & Smoked Fish,1
h27921,Moxy NYC Downtown,The Bar Room at Temple Court,1
h26641,Dream Midtown,"""Tanner Smiths""",1
h26641,Dream Midtown,Starbucks,2
h26641,Dream Midtown,Starbucks,1
h26641,Dream Midtown,SUGARFISH by sushi nozawa,2
h26641,Dream Midtown,"""Mc Gees Pub""",1
h17849,The Ridge Hotel,Lil Frankies,2
h17849,The Ridge Hotel,Fools Gold NYC,1
h17849,The Ridge Hotel,The Lazy Llama Coffee Bar,2
h17849,The Ridge Hotel,Rockwood Music Hall,2
h17849,The Ridge Hotel,The Late Late,1
h38336,Hyatt Centric Midtown 5th Avenue New York,Panera Bread,2
h38336,Hyatt Centric Midtown 5th Avenue New York,Zuma New York,1
h38336,Hyatt Centric Midtown 5th Avenue New York,Cava,2
h38336,Hyatt Centric Midtown 5th Avenue New York,Mad Dog & Beans Mexican Cantina,3
h38336,Hyatt Centric Midtown 5th Avenue New York,"""Mulligans Pub""",1
h88308,Cambria Hotel New York - Chelsea,Skirt Steak,3
h88308,Cambria Hotel New York - Chelsea,Starbucks,2
h88308,Cambria Hotel New York - Chelsea,"""McDonalds""",1
h88308,Cambria Hotel New York - Chelsea,Barn Joo Nomad,2
h88308,Cambria Hotel New York - Chelsea,The Wilson NYC,4
h11677,Hotel Riu Plaza New York Times Square,"""Dutch Freds""",2
h11677,Hotel Riu Plaza New York Times Square,Playwright Celtic Pub,2
h11677,Hotel Riu Plaza New York Times Square,"""Allantico Vinaio""",1
h11677,Hotel Riu Plaza New York Times Square,Carve,2
h11677,Hotel Riu Plaza New York Times Square,Dim Sum Palace,1
h53415,Dylan Hotel NYC,Chick-Fil-A,2
h53415,Dylan Hotel NYC,Pershing Square,2
h53415,Dylan Hotel NYC,Sixth Burner,3
h53415,Dylan Hotel NYC,Benjamin Steakhouse,1
h53415,Dylan Hotel NYC,Benjamin Steakhouse Prime,2
h70177,Courtyard by Marriott New York Manhattan / Central Park,Studio 54,1
h70177,Courtyard by Marriott New York Manhattan / Central Park,The Three Monkeys,1
h70177,Courtyard by Marriott New York Manhattan / Central Park,Ed Sullivan Theater,1
h70177,Courtyard by Marriott New York Manhattan / Central Park,"""Tanner Smiths""",2
h70177,Courtyard by Marriott New York Manhattan / Central Park,Starbucks,1
h68393,The Parc Hotel,Beard Papa’s,2
h68393,The Parc Hotel,Gong CHA,1
h68393,The Parc Hotel,Asian Jewels,2
h68393,The Parc Hotel,Naked Crab,1
h68393,The Parc Hotel,Coco Fresh Tea & Juice,1
h18006,The Fifty Sonesta Select New York,Gyu-Kaku BBQ,1
h18006,The Fifty Sonesta Select New York,Ess-A-Bagel,2
h18006,The Fifty Sonesta Select New York,Panda Express,2
h18006,The Fifty Sonesta Select New York,Smith & Wollensky,1
h18006,The Fifty Sonesta Select New York,"""McDonalds""",1
h45586,Hotel Giraffe by Library Hotel Collection,Hillstone,1
h45586,Hotel Giraffe by Library Hotel Collection,"""McDonalds""",2
h45586,Hotel Giraffe by Library Hotel Collection,Pret A Manger,2
h45586,Hotel Giraffe by Library Hotel Collection,Upland,1
h45586,Hotel Giraffe by Library Hotel Collection,Bagel & Schmear,3
h89942,The Wall Street Inn,Ulysses Folk House,2
h89942,The Wall Street Inn,Starbucks,2
h89942,The Wall Street Inn,"""Harrys Cafe & Steak""",1
h89942,The Wall Street Inn,"""Lukes Lobster""",1
h89942,The Wall Street Inn,Route 66 Smokehouse,1
h38140,Courtyard by Marriott New York Manhattan/SoHo,Essen Fast Slow Food,1
h38140,Courtyard by Marriott New York Manhattan/SoHo,"""McDonalds""",2
h38140,Courtyard by Marriott New York Manhattan/SoHo,Chipotle Mexican Grill,1
h38140,Courtyard by Marriott New York Manhattan/SoHo,King,2
h38140,Courtyard by Marriott New York Manhattan/SoHo,"""SOBs""",2
h33093,Hotel Hendricks,Reichenbach Hall,3
h33093,Hotel Hendricks,Refinery Rooftop,2
h33093,Hotel Hendricks,Spyglass Rooftop Bar,1
h33093,Hotel Hendricks,Cafe 37,4
h33093,Hotel Hendricks,Magazine Cafe,4
h22265,The Michelangelo Hotel,"""McDonalds""",1
h22265,The Michelangelo Hotel,"""Ellens Stardust Diner""",1
h22265,The Michelangelo Hotel,"""Rosie OGradys""",1
h22265,The Michelangelo Hotel,Majestic Deli,1
h22265,The Michelangelo Hotel,Gregorys Coffee,1
h77126,Grayson Hotel in the Unbound Collection by Hyatt,Blue Bottle Coffee,4
h77126,Grayson Hotel in the Unbound Collection by Hyatt,La Pecora Bianca Bryan,4
h77126,Grayson Hotel in the Unbound Collection by Hyatt,Spyglass Rooftop Bar,4
h77126,Grayson Hotel in the Unbound Collection by Hyatt,Chipotle Mexican Grill,4
h77126,Grayson Hotel in the Unbound Collection by Hyatt,Koi New York,4
h29848,YMCA West Side,The Smith,2
h29848,YMCA West Side,Nougatine at Jean-Georges,4
h29848,YMCA West Side,Breads Bakery,1
h29848,YMCA West Side,Starbucks,2
h29848,YMCA West Side,"""P.J. Clarkes""",2
h69621,Best Western Premier Empire State Hotel,Her Name Is Han,2
h69621,Best Western Premier Empire State Hotel,Blank Slate,1
h69621,Best Western Premier Empire State Hotel,Lamalo,2
h69621,Best Western Premier Empire State Hotel,Marta,2
h69621,Best Western Premier Empire State Hotel,The Seville,4
h95937,The Knickerbocker Hotel,"""Joes Pizza""",2
h95937,The Knickerbocker Hotel,Yard House,2
h95937,The Knickerbocker Hotel,Starbucks,2
h95937,The Knickerbocker Hotel,Red Lobster,1
h95937,The Knickerbocker Hotel,The Counter,2
h78472,Hotel Richland LES,Kings Kitchen,2
h78472,Hotel Richland LES,Fong On,1
h78472,Hotel Richland LES,Super Taste,2
h78472,Hotel Richland LES,"""Kikis""",2
h78472,Hotel Richland LES,Up Stairs,1
h69402,Comfort Inn JFK Airport,"""Wendys""",12
h69402,Comfort Inn JFK Airport,Popeyes Louisiana Kitchen,12
h69402,Comfort Inn JFK Airport,Hilton Bar,24
h69402,Comfort Inn JFK Airport,"""Dominos Pizza""",18
h69402,Comfort Inn JFK Airport,Compass Coffee,12
h11522,Hotel On Rivington,Ludlow House,1
h11522,Hotel On Rivington,Pretty Ricky’s,1
h11522,Hotel On Rivington,"""Clucks""",1
h11522,Hotel On Rivington,Verlaine Bar & Lounge,1
h11522,Hotel On Rivington,Whiskey Ward,1
h06946,The Lombardy Hotel,My Pie Pizzeria,2
h06946,The Lombardy Hotel,Crab House All You Can Eat Seafood,2
h06946,The Lombardy Hotel,Just Salad,2
h06946,The Lombardy Hotel,Juicy Cube,1
h06946,The Lombardy Hotel,BLT Steak,2
h29157,Hotel Mimosa,Kings Kitchen,1
h29157,Hotel Mimosa,Fong On,1
h29157,Hotel Mimosa,Super Taste,1
h29157,Hotel Mimosa,Coco Fresh Tea & Juice,1
h29157,Hotel Mimosa,New Ah Ping Snacketeria,2
h63308,SpringHill Suites by Marriott New York Manhattan/Chelsea,Starbucks,1
h63308,SpringHill Suites by Marriott New York Manhattan/Chelsea,The Wilson NYC,4
h63308,SpringHill Suites by Marriott New York Manhattan/Chelsea,Ajisen Ramen,1
h63308,SpringHill Suites by Marriott New York Manhattan/Chelsea,The Triple Crown Ale House & Restaurant,2
h63308,SpringHill Suites by Marriott New York Manhattan/Chelsea,The Fleur Room,2
h22020,"Holiday Inn New York City - Wall Street, an IHG Hotel",The Malt House FiDi,1
h22020,"Holiday Inn New York City - Wall Street, an IHG Hotel",La Parisienne,1
h22020,"Holiday Inn New York City - Wall Street, an IHG Hotel",Suited,1
h22020,"Holiday Inn New York City - Wall Street, an IHG Hotel","""Xian Famous Foods""",1
h22020,"Holiday Inn New York City - Wall Street, an IHG Hotel","""Stickys Finger Joint""",1
h12503,11 Howard,Prologue Coffee Room,1
h12503,11 Howard,"""McDonalds""",2
h12503,11 Howard,Lazy Sundaes,2
h12503,11 Howard,The Tyger,1
h12503,11 Howard,Joe’s Steam Rice Roll,2
h74017,Chelsea Pines Inn,"""Xian Famous Foods""",2
h74017,Chelsea Pines Inn,Fabrique,2
h74017,Chelsea Pines Inn,Insomnia Cookies-Meatp,1
h74017,Chelsea Pines Inn,5 Borough Bistro,2
h74017,Chelsea Pines Inn,"""McKennas Pub""",2
h17269,Hotel Hayden,Skirt Steak,3
h17269,Hotel Hayden,Starbucks,2
h17269,Hotel Hayden,"""McDonalds""",1
h17269,Hotel Hayden,Barn Joo Nomad,2
h17269,Hotel Hayden,The Wilson NYC,4
h12058,San Carlos Hotel,Gyu-Kaku BBQ,1
h12058,San Carlos Hotel,Smith & Wollensky,1
h12058,San Carlos Hotel,"""McDonalds""",1
h12058,San Carlos Hotel,New York Luncheonette,1
h12058,San Carlos Hotel,Upstairs,1
h06697,OYO Times Square,Olive Garden,2
h06697,OYO Times Square,Little Italy Pizza,2
h06697,OYO Times Square,Havana Central,3
h06697,OYO Times Square,Long Acre Tavern,2
h06697,OYO Times Square,Mia’s Bakery,2
h74512,The Marmara Park Avenue,Pret A Manger,2
h74512,The Marmara Park Avenue,Chipotle Mexican Grill,2
h74512,The Marmara Park Avenue,The Cutting Room,1
h74512,The Marmara Park Avenue,Starbucks,1
h74512,The Marmara Park Avenue,Sweetgreen,2
h40338,Trump International Hotel & Tower New York,Starbucks,2
h40338,Trump International Hotel & Tower New York,Momofuku Noodle Bar (Momofuku Noodle Bar/ Bāng Bar),2
h40338,Trump International Hotel & Tower New York,Nougatine at Jean-Georges,2
h40338,Trump International Hotel & Tower New York,Magnolia Bakery Central Park South,3
h40338,Trump International Hotel & Tower New York,Bluebird London NYC,3
h02714,Park Lane New York,Quality Italian,4
h02714,Park Lane New York,"""Sarabeths""",2
h02714,Park Lane New York,The Palm Court,3
h02714,Park Lane New York,Pret A Manger,2
h02714,Park Lane New York,Jams,3
h20123,Hotel Belleclaire,"""Playa Bettys""",4
h20123,Hotel Belleclaire,Daily Provisions,3
h20123,Hotel Belleclaire,Amsterdam Ale House,3
h20123,Hotel Belleclaire,The Owl’s Tail,3
h20123,Hotel Belleclaire,Blondies Sports,3
h54449,"Holiday Inn Express Manhattan Times Square South, an IHG Hotel",Shake Shack,2
h54449,"Holiday Inn Express Manhattan Times Square South, an IHG Hotel",Wafels & Dinges Cabana,1
h54449,"Holiday Inn Express Manhattan Times Square South, an IHG Hotel",Taco Bell,1
h54449,"Holiday Inn Express Manhattan Times Square South, an IHG Hotel",Monarch Rooftop,1
h54449,"Holiday Inn Express Manhattan Times Square South, an IHG Hotel","""I Milky""",1
h17218,"Holiday Inn Manhattan 6th Ave - Chelsea, an IHG Hotel",Smithfield Hall,4
h17218,"Holiday Inn Manhattan 6th Ave - Chelsea, an IHG Hotel",2 Bros Pizza,2
h17218,"Holiday Inn Manhattan 6th Ave - Chelsea, an IHG Hotel",Sandbar Rooftop,1
h17218,"Holiday Inn Manhattan 6th Ave - Chelsea, an IHG Hotel",The Wilson NYC,4
h17218,"Holiday Inn Manhattan 6th Ave - Chelsea, an IHG Hotel",The Grey Dog,2
h03229,Kixby,Taco Bell,2
h03229,Kixby,Monarch Rooftop,1
h03229,Kixby,"""McDonalds""",2
h03229,Kixby,Cho Dang Gol,1
h03229,Kixby,Yoon Haeundae Galbi,4
h53414,JW Marriott Essex House New York,Carnegie Diner,4
h53414,JW Marriott Essex House New York,NYAC Tap Room,1
h53414,JW Marriott Essex House New York,One57,4
h53414,JW Marriott Essex House New York,Brooklyn Diner,4
h53414,JW Marriott Essex House New York,Pret A Manger,3
h12399,Edge Hotel,"""McDonalds""",5
h12399,Edge Hotel,Starbucks,3
h12399,Edge Hotel,Tasty Deli,3
h12399,Edge Hotel,Salento,4
h12399,Edge Hotel,"""Wendys""",6
h19419,"Candlewood Suites New York City-Times Square, an IHG Hotel",Blue Ruin,2
h19419,"Candlewood Suites New York City-Times Square, an IHG Hotel",2 Bros Pizza,2
h19419,"Candlewood Suites New York City-Times Square, an IHG Hotel","""Scallywags""",1
h19419,"Candlewood Suites New York City-Times Square, an IHG Hotel",Tabata Noodle Restaurant,2
h19419,"Candlewood Suites New York City-Times Square, an IHG Hotel",Mercato,1
h36859,Hotel Scherman,Dim Sum Palace,1
h36859,Hotel Scherman,Ritz Bar and Lounge,1
h36859,Hotel Scherman,Bird & Branch,3
h36859,Hotel Scherman,Beer Culture,4
h36859,Hotel Scherman,Hold Fast Kitchen and Spirits,1
h78763,Hudson River Hotel,Finn’s Bagels,2
h78763,Hudson River Hotel,"""Friedmans""",2
h78763,Hudson River Hotel,Vitos Slices And Ices,3
h78763,Hudson River Hotel,Skylight Diner,4
h78763,Hudson River Hotel,Legacy Records,4
h21754,The Standard East Village,"""McSorleys Old Ale House""",3
h21754,The Standard East Village,The Public Theater,4
h21754,The Standard East Village,Phebes Tavern,1
h21754,The Standard East Village,Café Standard,1
h21754,The Standard East Village,Swift Hibernian Lounge,2
h21429,Thompson Central Park - New York,Starbucks,1
h21429,Thompson Central Park - New York,Zibetto Espresso Bar,1
h21429,Thompson Central Park - New York,One57,2
h21429,Thompson Central Park - New York,Rue 57,3
h21429,Thompson Central Park - New York,Le Pain Quotidien,1
h26731,Madison LES Hotel,Lamars Bagel Express,3
h26731,Madison LES Hotel,Kings Kitchen,3
h26731,Madison LES Hotel,Fong On,4
h26731,Madison LES Hotel,"""Mr. Fongs""",2
h26731,Madison LES Hotel,Golden Diner,2
h71387,The Moore,Dallas BBQ,2
h71387,The Moore,Lions & Tigers & Squares,2
h71387,The Moore,Cinépolis Luxury Cinemas,2
h71387,The Moore,FLÉ FLÉ Grill,1
h71387,The Moore,St Kilda Coffee,2
h18352,The Shoreham Hotel,Whiskey Trader,1
h18352,The Shoreham Hotel,Blue Willow,4
h18352,The Shoreham Hotel,La Bonne Soupe,1
h18352,The Shoreham Hotel,"""Michaels Restaurant""",1
h18352,The Shoreham Hotel,Dim Sum Palace,4
h66536,Henn na Hotel New York,Best Bagel & Coffee,1
h66536,Henn na Hotel New York,Starbucks,2
h66536,Henn na Hotel New York,Liberty Bagels Midtown,2
h66536,Henn na Hotel New York,Versa,1
h66536,Henn na Hotel New York,The Bread Factory Cafe,2
h48677,Hyatt Place New York Midtown South,Taco Bell,2
h48677,Hyatt Place New York Midtown South,Monarch Rooftop,2
h48677,Hyatt Place New York Midtown South,"""I Milky""",2
h48677,Hyatt Place New York Midtown South,"""McDonalds""",2
h48677,Hyatt Place New York Midtown South,Cho Dang Gol,3
h25718,"Holiday Inn Express New York City- Wall Street, an IHG Hotel",Crown Shy,2
h25718,"Holiday Inn Express New York City- Wall Street, an IHG Hotel",Black Fox Coffee,2
h25718,"Holiday Inn Express New York City- Wall Street, an IHG Hotel",Westville Wall Street,1
h25718,"Holiday Inn Express New York City- Wall Street, an IHG Hotel","""Vanessas Dumpling House""",2
h25718,"Holiday Inn Express New York City- Wall Street, an IHG Hotel",Sweetgreen,2
h58131,"Holiday Inn Express & Suites Woodside Queens NYC, an IHG Hotel",Jollibee,9
h58131,"Holiday Inn Express & Suites Woodside Queens NYC, an IHG Hotel",Fay Da Bakery,9
h58131,"Holiday Inn Express & Suites Woodside Queens NYC, an IHG Hotel",Matsuri,9
h58131,"Holiday Inn Express & Suites Woodside Queens NYC, an IHG Hotel",Stop Inn,9
h58131,"Holiday Inn Express & Suites Woodside Queens NYC, an IHG Hotel",F. Ottomanelli Burgers & Belgian Fries,8
h31160,Equinox Hotel New York,The Shed,5
h31160,Equinox Hotel New York,Mercado Little Spain,5
h31160,Equinox Hotel New York,Concourse Cafe,6
h31160,Equinox Hotel New York,Fuku,5
h31160,Equinox Hotel New York,Sweetgreen,6
h74799,Hard Rock Hotel New York,Olive Garden,3
h74799,Hard Rock Hotel New York,"""Del Friscos Double Eagle Steakhouse""",2
h74799,Hard Rock Hotel New York,Little Italy Pizza,1
h74799,Hard Rock Hotel New York,Playwright Tavern,2
h74799,Hard Rock Hotel New York,ICHIRANTimes Square,1
h22776,"The Chatwal, In The Unbound Collection By Hyatt",Starbucks,2
h22776,"The Chatwal, In The Unbound Collection By Hyatt","""Connollys Pub & Restaurant""",3
h22776,"The Chatwal, In The Unbound Collection By Hyatt","""Jimmys Corner""",1
h22776,"The Chatwal, In The Unbound Collection By Hyatt","""Virgils Real Barbecue""",1
h22776,"The Chatwal, In The Unbound Collection By Hyatt",Brooklyn Diner,3
h81992,Sonder The William,Park Avenue Tavern,2
h81992,Sonder The William,Zuma New York,1
h81992,Sonder The William,Cava,2
h81992,Sonder The William,Starbucks,1
h81992,Sonder The William,"""Mulligans Pub""",1
h11162,Hotel Elysee by Library Hotel Collection,Starbucks,2
h11162,Hotel Elysee by Library Hotel Collection,Empellon,2
h11162,Hotel Elysee by Library Hotel Collection,Papillon,1
h11162,Hotel Elysee by Library Hotel Collection,Pret A Manger,1
h11162,Hotel Elysee by Library Hotel Collection,Aquavit,3
h27745,Ramada by Wyndham New York Times Square West,"""Rudys Bar & Grill""",1
h27745,Ramada by Wyndham New York Times Square West,Marseille,1
h27745,Ramada by Wyndham New York Times Square West,Westway Diner3,1
h27745,Ramada by Wyndham New York Times Square West,St Kilda Coffee,1
h27745,Ramada by Wyndham New York Times Square West,"""Schmackarys""",2
h22688,Canal Loft Hotel,Kings Kitchen,3
h22688,Canal Loft Hotel,Fong On,2
h22688,Canal Loft Hotel,Super Taste,1
h22688,Canal Loft Hotel,Up Stairs,2
h22688,Canal Loft Hotel,Hou Yi Hot Pot,2
h24718,Hilton Club West 57th Street New York,Quality Italian,1
h24718,Hilton Club West 57th Street New York,Starbucks,2
h24718,Hilton Club West 57th Street New York,Zibetto Espresso Bar,1
h24718,Hilton Club West 57th Street New York,One57,2
h24718,Hilton Club West 57th Street New York,Rue 57,1
h35051,Andaz 5th Avenue - a concept by Hyatt,Panera Bread,2
h35051,Andaz 5th Avenue - a concept by Hyatt,"""McDonalds""",2
h35051,Andaz 5th Avenue - a concept by Hyatt,Sunrise Mart,1
h35051,Andaz 5th Avenue - a concept by Hyatt,Cava,2
h35051,Andaz 5th Avenue - a concept by Hyatt,Chipotle Mexican Grill,2
h11853,Carnegie Hotel,One57,2
h11853,Carnegie Hotel,"""Tanner Smiths""",2
h11853,Carnegie Hotel,Starbucks,2
h11853,Carnegie Hotel,Brooklyn Diner,2
h11853,Carnegie Hotel,Souvlaki GR,1
h19762,The Allen Hotel,Empanada MamaLES,1
h19762,The Allen Hotel,"""Vanessas Dumpling House""",2
h19762,The Allen Hotel,"""Dudleys""",1
h19762,The Allen Hotel,Congee Village,1
h19762,The Allen Hotel,The Ten Bells,1
h57330,SIXTY SoHo,Dominique Ansel Bakery,2
h57330,SIXTY SoHo,Broome Street Bar,2
h57330,SIXTY SoHo,SUGARFISH by sushi nozawa,2
h57330,SIXTY SoHo,Cipriani Downtown,1
h57330,SIXTY SoHo,Laduree USA,2
h97064,Hampton Inn Manhattan-Seaport-Financial District,Kestè Wall Street,4
h97064,Hampton Inn Manhattan-Seaport-Financial District,Cowgirl Seahorse,3
h97064,Hampton Inn Manhattan-Seaport-Financial District,Little Italy Pizza,4
h97064,Hampton Inn Manhattan-Seaport-Financial District,Fish Market,4
h97064,Hampton Inn Manhattan-Seaport-Financial District,Papaya Dog,4
h11559,New York Marriott Downtown,"""OHaras Restaurant and Pub""",3
h11559,New York Marriott Downtown,Clinton Hall,5
h11559,New York Marriott Downtown,Concierge LoungeNew York Marriott Downtown,1
h11559,New York Marriott Downtown,"""Bills Bar & Burger""",1
h11559,New York Marriott Downtown,Dragon Horn Tea,2
h25664,"voco The Franklin New York, an IHG Hotel",Chick-Fil-A,1
h25664,"voco The Franklin New York, an IHG Hotel",Variety Coffee Roasters,2
h25664,"voco The Franklin New York, an IHG Hotel",Paris Baguette,2
h25664,"voco The Franklin New York, an IHG Hotel",Starbucks,1
h25664,"voco The Franklin New York, an IHG Hotel",Bocado Cafe,1
h64402,TownePlace Suites by Marriott New York Manhattan/Chelsea,Starbucks,1
h64402,TownePlace Suites by Marriott New York Manhattan/Chelsea,The Wilson NYC,4
h64402,TownePlace Suites by Marriott New York Manhattan/Chelsea,Ajisen Ramen,1
h64402,TownePlace Suites by Marriott New York Manhattan/Chelsea,The Triple Crown Ale House & Restaurant,2
h64402,TownePlace Suites by Marriott New York Manhattan/Chelsea,The Fleur Room,2
h79877,Hampton Inn NY-JFK,"""Wendys""",13
h79877,Hampton Inn NY-JFK,Burger King,16
h79877,Hampton Inn NY-JFK,Popeyes Louisiana Kitchen,11
h79877,Hampton Inn NY-JFK,Hilton Bar,2
h79877,Hampton Inn NY-JFK,Compass Coffee,9
h60770,Fairfield Inn & Suites New York Manhattan/Downtown East,Kings Kitchen,2
h60770,Fairfield Inn & Suites New York Manhattan/Downtown East,Fong On,2
h60770,Fairfield Inn & Suites New York Manhattan/Downtown East,"""Kikis""",3
h60770,Fairfield Inn & Suites New York Manhattan/Downtown East,"""Mr. Fongs""",2
h60770,Fairfield Inn & Suites New York Manhattan/Downtown East,Golden Diner,2
h70910,Hotel Hugo,Bar HugoRooftop,1
h70910,Hotel Hugo,Westville,2
h70910,Hotel Hugo,Sweetgreen,2
h70910,Hotel Hugo,"""Pauls Casablanca""",1
h70910,Hotel Hugo,Local & Vine,3
h86389,Fairfield Inn by Marriott JFK Airport,"""Wendys""",18
h86389,Fairfield Inn by Marriott JFK Airport,Burger King,2
h86389,Fairfield Inn by Marriott JFK Airport,"""McDonalds""",11
h86389,Fairfield Inn by Marriott JFK Airport,Catfish Cafe,20
h86389,Fairfield Inn by Marriott JFK Airport,Jamaican Flavors,12
h25559,Loews Regency New York Hotel,Sant Ambroeus Coffee Bar at Loews Regency Hotel,1
h25559,Loews Regency New York Hotel,Sweetgreen,2
h25559,Loews Regency New York Hotel,The Bar Room,2
h25559,Loews Regency New York Hotel,Piccola Cucina Uptown,3
h25559,Loews Regency New York Hotel,Cafe Bilboquet,4
h71674,Best Western Plus Soho Hotel,Kung Fu Tea,2
h71674,Best Western Plus Soho Hotel,Spring Cafe,1
h71674,Best Western Plus Soho Hotel,The Bar At Au Cheval,1
h71674,Best Western Plus Soho Hotel,Prologue Coffee Room,2
h71674,Best Western Plus Soho Hotel,"""McDonalds""",1
h47586,The Ned NoMad,230 Fifth Rooftop Lounge,1
h47586,The Ned NoMad,The Smith,1
h47586,The Ned NoMad,Milk Bar NYC Flagship,1
h47586,The Ned NoMad,Ilili,2
h47586,The Ned NoMad,Pergola,1
h36268,Hotel Mulberry,Kong Sihk Tong 港食堂,2
h36268,Hotel Mulberry,Bo Ky Restaurant,1
h36268,Hotel Mulberry,Wonton Noodle Garden,2
h36268,Hotel Mulberry,House of Joy,3
h36268,Hotel Mulberry,Alimama,1
h80573,Leon Hotel LES,The Crown,2
h80573,Leon Hotel LES,Os NYC,2
h80573,Leon Hotel LES,"""Joes Shanghai""",2
h80573,Leon Hotel LES,Bambu,2
h80573,Leon Hotel LES,Da Long Yi Hot Pot,2
h22928,Smyth Tribeca,Los Tacos No 1 Church,2
h22928,Smyth Tribeca,The Patriot Saloon,1
h22928,Smyth Tribeca,Serafina Tribeca,1
h22928,Smyth Tribeca,Starbucks,1
h22928,Smyth Tribeca,Homemade By Miriam,1
h20213,"The Pierre, A Taj Hotel, New York",The Oak Room at The Plaza Hotel,3
h20213,"The Pierre, A Taj Hotel, New York",Harry Cipriani,1
h20213,"The Pierre, A Taj Hotel, New York",Perrine,1
h20213,"The Pierre, A Taj Hotel, New York",Knickerbocker Club,1
h20213,"The Pierre, A Taj Hotel, New York",Harmonie Club,1
h20868,33 Seaport Hotel New York,Sunday in Brooklyn / The Seaport,3
h20868,33 Seaport Hotel New York,Cowgirl Seahorse,2
h20868,33 Seaport Hotel New York,Fish Market,2
h20868,33 Seaport Hotel New York,Squires Diner,3
h20868,33 Seaport Hotel New York,Fresh Salt,2
h12117,Arthouse Hotel New York City,"""Playa Bettys""",3
h12117,Arthouse Hotel New York City,Daily Provisions,2
h12117,Arthouse Hotel New York City,Amsterdam Ale House,2
h12117,Arthouse Hotel New York City,The Owl’s Tail,3
h12117,Arthouse Hotel New York City,TacombiUws,3
h48185,Cachet Boutique New York,Starbucks,4
h48185,Cachet Boutique New York,The Spot,3
h48185,Cachet Boutique New York,Superior Gourmet Marketplace,4
h48185,Cachet Boutique New York,Mr Biggs Bar & Grill,2
h48185,Cachet Boutique New York,Oslo Coffee Roasters,4
h04818,Lotte New York Palace,Starbucks,3
h04818,Lotte New York Palace,Duke Eatery,3
h04818,Lotte New York Palace,Blue Bottle Coffee,3
h04818,Lotte New York Palace,Empellon,2
h04818,Lotte New York Palace,Toasties,1
h42348,Conrad New York Downtown,Le District,5
h42348,Conrad New York Downtown,"""P.J. Clarkes""",3
h42348,Conrad New York Downtown,One Dine,4
h42348,Conrad New York Downtown,Chopt,4
h42348,Conrad New York Downtown,Liberty Bistro,5
h23855,The Peninsula New York,Le Pavillon,1
h23855,The Peninsula New York,Papillon,2
h23855,The Peninsula New York,"""Michaels Restaurant""",1
h23855,The Peninsula New York,Dim Sum Palace,3
h23855,The Peninsula New York,Felice 56,2
h51485,"Holiday Inn NYC - Lower East Side, an IHG Hotel",Dhamaka,3
h51485,"Holiday Inn NYC - Lower East Side, an IHG Hotel",The Delancey,1
h51485,"Holiday Inn NYC - Lower East Side, an IHG Hotel",The Grand Delancey,3
h51485,"Holiday Inn NYC - Lower East Side, an IHG Hotel",Three Times,2
h51485,"Holiday Inn NYC - Lower East Side, an IHG Hotel","""Biggies Cafe""",2
h22244,The Gatsby Hotel,PublicRooftop & Garden,2
h22244,The Gatsby Hotel,Fools Gold NYC,1
h22244,The Gatsby Hotel,The Lazy Llama Coffee Bar,3
h22244,The Gatsby Hotel,The Late Late,2
h22244,The Gatsby Hotel,Bar Goto,1
h48621,"The Draper New York, Tapestry Collection by Hilton",Reichenbach Hall,1
h48621,"The Draper New York, Tapestry Collection by Hilton",Yoon Haeundae Galbi,3
h48621,"The Draper New York, Tapestry Collection by Hilton",Clinton Hall,4
h48621,"The Draper New York, Tapestry Collection by Hilton",Magazine Cafe,1
h48621,"The Draper New York, Tapestry Collection by Hilton",W Cafe,3
h19175,John Hotel,Asian Jewels,3
h19175,John Hotel,Congee Village,2
h19175,John Hotel,Cuppa Tea 廣芳園,2
h19175,John Hotel,The Dolar Shop,2
h19175,John Hotel,Cheli 浙里,4
h13432,The Park Ave North,Shake Shack,7
h13432,The Park Ave North,"""Baskin-Robbins / Dunkin Donuts""",6
h13432,The Park Ave North,Burger King,8
h13432,The Park Ave North,Popeyes Louisiana Kitchen,6
h13432,The Park Ave North,Uptown Veg,5
h91710,Restgate Hotel,Astoria Seafood,7
h91710,Restgate Hotel,John Brown Smokehouse,5
h91710,Restgate Hotel,Carla,6
