id_hotel,name_hotel,Location_place,Location_time
h20123,Hotel Belleclaire,Metropolitan Museum of Art,24
h54449,"Holiday Inn Express Manhattan Times Square South, an IHG Hotel",Empire State Building,3
h54449,"Holiday Inn Express Manhattan Times Square South, an IHG Hotel",Bryant Park,6
h54449,"Holiday Inn Express Manhattan Times Square South, an IHG Hotel",Broadway,8
h54449,"Holiday Inn Express Manhattan Times Square South, an IHG Hotel",Times Square,9
h54449,"Holiday Inn Express Manhattan Times Square South, an IHG Hotel",Madison Square Garden,10
h17218,"Holiday Inn Manhattan 6th Ave - Chelsea, an IHG Hotel",Empire State Building,10
h17218,"Holiday Inn Manhattan 6th Ave - Chelsea, an IHG Hotel",Madison Square Garden,12
h17218,"Holiday Inn Manhattan 6th Ave - Chelsea, an IHG Hotel",Chelsea Market,17
h17218,"Holiday Inn Manhattan 6th Ave - Chelsea, an IHG Hotel",Broadway,18
h17218,"Holiday Inn Manhattan 6th Ave - Chelsea, an IHG Hotel",Times Square,19
h03229,Kixby,Herald Square,2
h03229,Kixby,"""Macys""",3
h03229,Kixby,Empire State Building,3
h03229,Kixby,Broadway,10
h03229,Kixby,Times Square,11
h53414,JW Marriott Essex House New York,Columbus Circle,4
h53414,JW Marriott Essex House New York,Museum of Modern Art,10
h53414,JW Marriott Essex House New York,Central Park,14
h53414,JW Marriott Essex House New York,Broadway,17
h53414,JW Marriott Essex House New York,Times Square,19
h12399,Edge Hotel,New York Presbyterian Hospital,3
h12399,Edge Hotel,Columbia University Medical Center,4
h12399,Edge Hotel,New Balance Track & Field Center at The Armory,4
h12399,Edge Hotel,United Palace Cathedral,10
h12399,Edge Hotel,Yeshiva University,14
h19419,"Candlewood Suites New York City-Times Square, an IHG Hotel",Times Square,7
h19419,"Candlewood Suites New York City-Times Square, an IHG Hotel",Madison Square Garden,8
h19419,"Candlewood Suites New York City-Times Square, an IHG Hotel",Broadway,10
h19419,"Candlewood Suites New York City-Times Square, an IHG Hotel",Bryant Park,11
h19419,"Candlewood Suites New York City-Times Square, an IHG Hotel",Empire State Building,14
h36859,Hotel Scherman,Times Square,8
h36859,Hotel Scherman,Broadway,8
h36859,Hotel Scherman,Rockefeller Center,12
h36859,Hotel Scherman,Radio City Music Hall,13
h36859,Hotel Scherman,Empire State Building,19
h78763,Hudson River Hotel,Madison Square Garden,9
h78763,Hudson River Hotel,Times Square,13
h78763,Hudson River Hotel,Empire State Building,15
h78763,Hudson River Hotel,Broadway,16
h78763,Hudson River Hotel,Bryant Park,17
h21754,The Standard East Village,Washington Square Park,9
h21754,The Standard East Village,Empire State Building,30
h21754,The Standard East Village,Brooklyn Bridge,30
h21754,The Standard East Village,Madison Square Garden,36
h21754,The Standard East Village,One World Trade Center,36
h21429,Thompson Central Park - New York,Trump Tower,5
h21429,Thompson Central Park - New York,Museum of Modern Art,5
h21429,Thompson Central Park - New York,Broadway,15
h21429,Thompson Central Park - New York,Times Square,17
h21429,Thompson Central Park - New York,Central Park,18
h26731,Madison LES Hotel,Wall Street,18
h26731,Madison LES Hotel,Brooklyn Bridge,24
h26731,Madison LES Hotel,National September 11 Memorial,30
h26731,Madison LES Hotel,One World Trade Center,30
h26731,Madison LES Hotel,Battery Park,66
h71387,The Moore,Madison Square Garden,12
h71387,The Moore,Empire State Building,20
h71387,The Moore,Washington Square Park,20
h71387,The Moore,5th Avenue,18
h71387,The Moore,Bryant Park,18
h18352,The Shoreham Hotel,Museum of Modern Art,5
h18352,The Shoreham Hotel,Broadway,17
h18352,The Shoreham Hotel,Times Square,19
h18352,The Shoreham Hotel,5th Avenue,18
h18352,The Shoreham Hotel,Central Park,42
h66536,Henn na Hotel New York,Madison Square Garden,4
h66536,Henn na Hotel New York,Empire State Building,7
h66536,Henn na Hotel New York,Times Square,9
h66536,Henn na Hotel New York,Broadway,9
h66536,Henn na Hotel New York,Bryant Park,11
h48677,Hyatt Place New York Midtown South,Empire State Building,4
h48677,Hyatt Place New York Midtown South,Bryant Park,7
h48677,Hyatt Place New York Midtown South,Broadway,9
h48677,Hyatt Place New York Midtown South,Times Square,10
h48677,Hyatt Place New York Midtown South,Madison Square Garden,11
h25718,"Holiday Inn Express New York City- Wall Street, an IHG Hotel",Wall Street,1
h25718,"Holiday Inn Express New York City- Wall Street, an IHG Hotel",Battery Park,10
h25718,"Holiday Inn Express New York City- Wall Street, an IHG Hotel",Brooklyn Bridge,12
h25718,"Holiday Inn Express New York City- Wall Street, an IHG Hotel",National September 11 Memorial,13
h25718,"Holiday Inn Express New York City- Wall Street, an IHG Hotel",One World Trade Center,15
h58131,"Holiday Inn Express & Suites Woodside Queens NYC, an IHG Hotel",Trump Tower,48
h58131,"Holiday Inn Express & Suites Woodside Queens NYC, an IHG Hotel",Memorial Sloan-Kettering Cancer Center,48
h58131,"Holiday Inn Express & Suites Woodside Queens NYC, an IHG Hotel",Roosevelt Island,54
h58131,"Holiday Inn Express & Suites Woodside Queens NYC, an IHG Hotel",5th Avenue,54
h58131,"Holiday Inn Express & Suites Woodside Queens NYC, an IHG Hotel",Grand Central Terminal,60
h31160,Equinox Hotel New York,The High Line Park,4
h31160,Equinox Hotel New York,Madison Square Garden,11
h31160,Equinox Hotel New York,Empire State Building,19
h31160,Equinox Hotel New York,Times Square,18
h31160,Equinox Hotel New York,Broadway,24
h74799,Hard Rock Hotel New York,Rockefeller Center,4
h74799,Hard Rock Hotel New York,Broadway,6
h74799,Hard Rock Hotel New York,Times Square,8
h74799,Hard Rock Hotel New York,Museum of Modern Art,8
h74799,Hard Rock Hotel New York,Empire State Building,16
h22776,"The Chatwal, In The Unbound Collection By Hyatt",Broadway,3
h22776,"The Chatwal, In The Unbound Collection By Hyatt",Bryant Park,3
h22776,"The Chatwal, In The Unbound Collection By Hyatt",Times Square,5
h22776,"The Chatwal, In The Unbound Collection By Hyatt",Rockefeller Center,7
h22776,"The Chatwal, In The Unbound Collection By Hyatt",Empire State Building,12
h81992,Sonder The William,Grand Central Terminal,5
h81992,Sonder The William,Bryant Park,8
h81992,Sonder The William,Empire State Building,10
h81992,Sonder The William,Broadway,12
h81992,Sonder The William,Times Square,13
h11162,Hotel Elysee by Library Hotel Collection,Trump Tower,5
h11162,Hotel Elysee by Library Hotel Collection,Rockefeller Center,10
h11162,Hotel Elysee by Library Hotel Collection,Times Square,18
h11162,Hotel Elysee by Library Hotel Collection,Broadway,18
h11162,Hotel Elysee by Library Hotel Collection,5th Avenue,18
h27745,Ramada by Wyndham New York Times Square West,Times Square,6
h27745,Ramada by Wyndham New York Times Square West,Broadway,7
h27745,Ramada by Wyndham New York Times Square West,Bryant Park,10
h27745,Ramada by Wyndham New York Times Square West,Rockefeller Center,15
h27745,Ramada by Wyndham New York Times Square West,Empire State Building,18
h22688,Canal Loft Hotel,Wall Street,18
h22688,Canal Loft Hotel,Brooklyn Bridge,24
h22688,Canal Loft Hotel,Washington Square Park,24
h22688,Canal Loft Hotel,National September 11 Memorial,30
h22688,Canal Loft Hotel,One World Trade Center,30
h24718,Hilton Club West 57th Street New York,Trump Tower,5
h24718,Hilton Club West 57th Street New York,Museum of Modern Art,6
h24718,Hilton Club West 57th Street New York,Broadway,17
h24718,Hilton Club West 57th Street New York,Central Park,17
h24718,Hilton Club West 57th Street New York,Times Square,18
h35051,Andaz 5th Avenue - a concept by Hyatt,Bryant Park,3
h35051,Andaz 5th Avenue - a concept by Hyatt,Grand Central Terminal,7
h35051,Andaz 5th Avenue - a concept by Hyatt,Broadway,8
h35051,Andaz 5th Avenue - a concept by Hyatt,Times Square,9
h35051,Andaz 5th Avenue - a concept by Hyatt,Empire State Building,9
h11853,Carnegie Hotel,Trump Tower,7
h11853,Carnegie Hotel,Museum of Modern Art,7
h11853,Carnegie Hotel,Broadway,14
h11853,Carnegie Hotel,Times Square,15
h11853,Carnegie Hotel,Central Park,17
h19762,The Allen Hotel,Washington Square Park,18
h19762,The Allen Hotel,Wall Street,24
h19762,The Allen Hotel,Brooklyn Bridge,24
h19762,The Allen Hotel,National September 11 Memorial,36
h19762,The Allen Hotel,One World Trade Center,36
h57330,SIXTY SoHo,Washington Square Park,12
h57330,SIXTY SoHo,One World Trade Center,20
h57330,SIXTY SoHo,National September 11 Memorial,24
h57330,SIXTY SoHo,Wall Street,24
h57330,SIXTY SoHo,Brooklyn Bridge,24
h97064,Hampton Inn Manhattan-Seaport-Financial District,Wall Street,9
h97064,Hampton Inn Manhattan-Seaport-Financial District,One World Trade Center,15
h97064,Hampton Inn Manhattan-Seaport-Financial District,National September 11 Memorial,16
h97064,Hampton Inn Manhattan-Seaport-Financial District,Battery Park,17
h97064,Hampton Inn Manhattan-Seaport-Financial District,Brooklyn Bridge,19
h11559,New York Marriott Downtown,National September 11 Memorial,4
h11559,New York Marriott Downtown,Wall Street,5
h11559,New York Marriott Downtown,One World Trade Center,6
h11559,New York Marriott Downtown,Battery Park,11
h11559,New York Marriott Downtown,Brooklyn Bridge,24
h25664,"voco The Franklin New York, an IHG Hotel",Metropolitan Museum of Art,12
h25664,"voco The Franklin New York, an IHG Hotel",Mount Sinai Hospital,13
h25664,"voco The Franklin New York, an IHG Hotel",Memorial Sloan-Kettering Cancer Center,18
h25664,"voco The Franklin New York, an IHG Hotel",Central Park,30
h25664,"voco The Franklin New York, an IHG Hotel",Roosevelt Island,54
h64402,TownePlace Suites by Marriott New York Manhattan/Chelsea,Madison Square Garden,9
h64402,TownePlace Suites by Marriott New York Manhattan/Chelsea,Empire State Building,9
h64402,TownePlace Suites by Marriott New York Manhattan/Chelsea,Broadway,16
h64402,TownePlace Suites by Marriott New York Manhattan/Chelsea,Times Square,16
h64402,TownePlace Suites by Marriott New York Manhattan/Chelsea,Bryant Park,16
h79877,Hampton Inn NY-JFK,Aqueduct Racetrack,36
h79877,Hampton Inn NY-JFK,Jamaica Colosseum Mall,42
h79877,Hampton Inn NY-JFK,Five Towns Shopping Center,42
h79877,Hampton Inn NY-JFK,Resorts World Casino,42
h79877,Hampton Inn NY-JFK,"""St. Johns University""",48
h60770,Fairfield Inn & Suites New York Manhattan/Downtown East,Wall Street,18
h60770,Fairfield Inn & Suites New York Manhattan/Downtown East,Brooklyn Bridge,18
h60770,Fairfield Inn & Suites New York Manhattan/Downtown East,National September 11 Memorial,24
h60770,Fairfield Inn & Suites New York Manhattan/Downtown East,One World Trade Center,30
h60770,Fairfield Inn & Suites New York Manhattan/Downtown East,Battery Park,60
h70910,Hotel Hugo,Hudson River Park,5
h70910,Hotel Hugo,Washington Square Park,14
h70910,Hotel Hugo,Whitney Museum of American Art,19
h70910,Hotel Hugo,One World Trade Center,20
h70910,Hotel Hugo,Brookfield Place,18
h86389,Fairfield Inn by Marriott JFK Airport,Five Towns Shopping Center,24
h86389,Fairfield Inn by Marriott JFK Airport,Green Acres Mall,30
h86389,Fairfield Inn by Marriott JFK Airport,Jamaica Colosseum Mall,42
h86389,Fairfield Inn by Marriott JFK Airport,Resorts World Casino,42
h86389,Fairfield Inn by Marriott JFK Airport,"""St. Johns University""",54
h25559,Loews Regency New York Hotel,Trump Tower,9
h25559,Loews Regency New York Hotel,Museum of Modern Art,14
h25559,Loews Regency New York Hotel,Rockefeller Center,19
h25559,Loews Regency New York Hotel,Central Park,20
h25559,Loews Regency New York Hotel,5th Avenue,24
h71674,Best Western Plus Soho Hotel,One World Trade Center,18
h71674,Best Western Plus Soho Hotel,Washington Square Park,19
h71674,Best Western Plus Soho Hotel,Brooklyn Bridge,18
h71674,Best Western Plus Soho Hotel,Wall Street,18
h71674,Best Western Plus Soho Hotel,National September 11 Memorial,18
h47586,The Ned NoMad,Empire State Building,8
h47586,The Ned NoMad,Madison Square Garden,13
h47586,The Ned NoMad,Bryant Park,15
h47586,The Ned NoMad,Broadway,16
h47586,The Ned NoMad,Times Square,17
h36268,Hotel Mulberry,Wall Street,18
h36268,Hotel Mulberry,One World Trade Center,19
h36268,Hotel Mulberry,Brooklyn Bridge,18
h36268,Hotel Mulberry,Washington Square Park,24
h36268,Hotel Mulberry,National September 11 Memorial,24
h80573,Leon Hotel LES,Wall Street,18
h80573,Leon Hotel LES,Brooklyn Bridge,18
h80573,Leon Hotel LES,Washington Square Park,18
h80573,Leon Hotel LES,National September 11 Memorial,24
h80573,Leon Hotel LES,One World Trade Center,30
h22928,Smyth Tribeca,The Oculus,6
h22928,Smyth Tribeca,One World Trade Center,6
h22928,Smyth Tribeca,National September 11 Memorial,9
h22928,Smyth Tribeca,Brookfield Place,12
h22928,Smyth Tribeca,Wall Street,12
h20213,"The Pierre, A Taj Hotel, New York",Bergdorf Goodman,3
h20213,"The Pierre, A Taj Hotel, New York",Trump Tower,5
h20213,"The Pierre, A Taj Hotel, New York","""Bloomingdales""",7
h20213,"The Pierre, A Taj Hotel, New York",Rockefeller Center,14
h20213,"The Pierre, A Taj Hotel, New York",Central Park,16
h20868,33 Seaport Hotel New York,Wall Street,8
h20868,33 Seaport Hotel New York,One World Trade Center,16
h20868,33 Seaport Hotel New York,National September 11 Memorial,17
h20868,33 Seaport Hotel New York,Brooklyn Bridge,17
h20868,33 Seaport Hotel New York,Battery Park,17
h12117,Arthouse Hotel New York City,Central Park,13
h12117,Arthouse Hotel New York City,Trump Tower,18
h12117,Arthouse Hotel New York City,Metropolitan Museum of Art,24
h12117,Arthouse Hotel New York City,Manhattan Cruise Terminal,24
h12117,Arthouse Hotel New York City,Museum of Modern Art,24
h48185,Cachet Boutique New York,Times Square,10
h48185,Cachet Boutique New York,Broadway,12
h48185,Cachet Boutique New York,Manhattan Cruise Terminal,16
h48185,Cachet Boutique New York,Madison Square Garden,16
h48185,Cachet Boutique New York,Rockefeller Center,12
h04818,Lotte New York Palace,Museum of Modern Art,7
h04818,Lotte New York Palace,Broadway,17
h04818,Lotte New York Palace,Times Square,19
h04818,Lotte New York Palace,5th Avenue,20
h04818,Lotte New York Palace,Empire State Building,18
h42348,Conrad New York Downtown,One World Trade Center,5
h42348,Conrad New York Downtown,National September 11 Memorial,5
h42348,Conrad New York Downtown,The Oculus,7
h42348,Conrad New York Downtown,Wall Street,13
h42348,Conrad New York Downtown,Brooklyn Bridge,24
h23855,The Peninsula New York,Trump Tower,1
h23855,The Peninsula New York,Rockefeller Center,8
h23855,The Peninsula New York,Broadway,18
h23855,The Peninsula New York,Times Square,12
h23855,The Peninsula New York,5th Avenue,18
h51485,"Holiday Inn NYC - Lower East Side, an IHG Hotel",Washington Square Park,24
h51485,"Holiday Inn NYC - Lower East Side, an IHG Hotel",Wall Street,24
h51485,"Holiday Inn NYC - Lower East Side, an IHG Hotel",Brooklyn Bridge,30
h51485,"Holiday Inn NYC - Lower East Side, an IHG Hotel",National September 11 Memorial,36
h51485,"Holiday Inn NYC - Lower East Side, an IHG Hotel",One World Trade Center,36
h22244,The Gatsby Hotel,Washington Square Park,13
h22244,The Gatsby Hotel,Wall Street,30
h22244,The Gatsby Hotel,Brooklyn Bridge,30
h22244,The Gatsby Hotel,National September 11 Memorial,36
h22244,The Gatsby Hotel,One World Trade Center,36
h48621,"The Draper New York, Tapestry Collection by Hilton",Empire State Building,6
h48621,"The Draper New York, Tapestry Collection by Hilton",Bryant Park,7
h48621,"The Draper New York, Tapestry Collection by Hilton",Broadway,9
h48621,"The Draper New York, Tapestry Collection by Hilton",Grand Central Terminal,10
h48621,"The Draper New York, Tapestry Collection by Hilton",Times Square,11
h19175,John Hotel,Bronx Zoo,72
h19175,John Hotel,Roosevelt Island,78
h19175,John Hotel,Memorial Sloan-Kettering Cancer Center,84
h19175,John Hotel,Mount Sinai Hospital,84
h19175,John Hotel,Metropolitan Museum of Art,96
h13432,The Park Ave North,Central Park,18
h13432,The Park Ave North,Mount Sinai Hospital,18
h13432,The Park Ave North,New York Presbyterian Hospital,30
h13432,The Park Ave North,Metropolitan Museum of Art,36
h13432,The Park Ave North,Memorial Sloan-Kettering Cancer Center,48
h91710,Restgate Hotel,Roosevelt Island,30
h91710,Restgate Hotel,Trump Tower,30
h91710,Restgate Hotel,Memorial Sloan-Kettering Cancer Center,30
h91710,Restgate Hotel,Grand Central Terminal,36
h91710,Restgate Hotel,5th Avenue,42
h18311,The Hilton Club - New York,Museum of Modern Art,2
h18311,The Hilton Club - New York,Rockefeller Center,7
h18311,The Hilton Club - New York,Broadway,13
h18311,The Hilton Club - New York,Times Square,15
h18311,The Hilton Club - New York,5th Avenue,18
h68333,Four Points by Sheraton Flushing,Bronx Zoo,66
h68333,Four Points by Sheraton Flushing,Roosevelt Island,90
h68333,Four Points by Sheraton Flushing,Memorial Sloan-Kettering Cancer Center,90
h68333,Four Points by Sheraton Flushing,Mount Sinai Hospital,90
h68333,Four Points by Sheraton Flushing,Metropolitan Museum of Art,102
h36299,"The Langham, New York, Fifth Avenue",Empire State Building,5
h36299,"The Langham, New York, Fifth Avenue",Bryant Park,8
h36299,"The Langham, New York, Fifth Avenue",Grand Central Terminal,9
h36299,"The Langham, New York, Fifth Avenue",Broadway,11
h36299,"The Langham, New York, Fifth Avenue",Times Square,12
h97596,Baccarat Hotel and Residences New York,Museum of Modern Art,1
h97596,Baccarat Hotel and Residences New York,Rockefeller Center,9
h97596,Baccarat Hotel and Residences New York,Broadway,15
h97596,Baccarat Hotel and Residences New York,Times Square,17
h97596,Baccarat Hotel and Residences New York,5th Avenue,18
h22015,The Gardens Sonesta ES Suites New York,Memorial Sloan-Kettering Cancer Center,7
h22015,The Gardens Sonesta ES Suites New York,Trump Tower,16
h22015,The Gardens Sonesta ES Suites New York,Roosevelt Island,17
h22015,The Gardens Sonesta ES Suites New York,Museum of Modern Art,12
h22015,The Gardens Sonesta ES Suites New York,5th Avenue,24
h35782,TownePlace Suites by Marriott New York Long Island City/Manhattan View,Roosevelt Island,18
h35782,TownePlace Suites by Marriott New York Long Island City/Manhattan View,Trump Tower,30
h35782,TownePlace Suites by Marriott New York Long Island City/Manhattan View,Memorial Sloan-Kettering Cancer Center,36
h35782,TownePlace Suites by Marriott New York Long Island City/Manhattan View,5th Avenue,42
h35782,TownePlace Suites by Marriott New York Long Island City/Manhattan View,Grand Central Terminal,42
h36810,ModernHaus SoHo,Washington Square Park,13
h36810,ModernHaus SoHo,One World Trade Center,18
h36810,ModernHaus SoHo,Wall Street,24
h36810,ModernHaus SoHo,National September 11 Memorial,24
h36810,ModernHaus SoHo,Brooklyn Bridge,24
h28044,The Plaza Hotel,Trump Tower,3
h28044,The Plaza Hotel,Rockefeller Center,13
h28044,The Plaza Hotel,Central Park,16
h28044,The Plaza Hotel,Grand Central Terminal,18
h28044,The Plaza Hotel,5th Avenue,18
h15438,Four Seasons Hotel New York Downtown,The Oculus,3
h15438,Four Seasons Hotel New York Downtown,One World Trade Center,5
h15438,Four Seasons Hotel New York Downtown,National September 11 Memorial,7
h15438,Four Seasons Hotel New York Downtown,Wall Street,8
h15438,Four Seasons Hotel New York Downtown,Brooklyn Bridge,18
h68983,Vybe Hotel,Bronx Zoo,60
h68983,Vybe Hotel,New York Presbyterian Hospital,72
h68983,Vybe Hotel,George Washington Bridge,78
h68983,Vybe Hotel,Columbia University,84
h68983,Vybe Hotel,Mount Sinai Hospital,204
h55444,The Wall Street Hotel,Charging Bull,7
h55444,The Wall Street Hotel,Battery Park,10
h55444,The Wall Street Hotel,Brooklyn Bridge,12
h55444,The Wall Street Hotel,National September 11 Memorial,13
h55444,The Wall Street Hotel,One World Trade Center,15
h38787,Aloft Harlem,Central Park,18
h38787,Aloft Harlem,New York Presbyterian Hospital,24
h38787,Aloft Harlem,Mount Sinai Hospital,24
h38787,Aloft Harlem,Metropolitan Museum of Art,30
h38787,Aloft Harlem,Memorial Sloan-Kettering Cancer Center,48
h22059,Courtyard by Marriott New York City Manhattan Fifth Avenue,Bryant Park,5
h22059,Courtyard by Marriott New York City Manhattan Fifth Avenue,Grand Central Terminal,6
h22059,Courtyard by Marriott New York City Manhattan Fifth Avenue,Empire State Building,9
h22059,Courtyard by Marriott New York City Manhattan Fifth Avenue,Broadway,9
h22059,Courtyard by Marriott New York City Manhattan Fifth Avenue,Times Square,10
h11074,The Solita Soho Hotel,Washington Square Park,17
h11074,The Solita Soho Hotel,Wall Street,18
h11074,The Solita Soho Hotel,Brooklyn Bridge,24
h11074,The Solita Soho Hotel,National September 11 Memorial,24
h11074,The Solita Soho Hotel,One World Trade Center,24
h26921,Collective Governors Island,Battery Park,24
h26921,Collective Governors Island,Wall Street,30
h26921,Collective Governors Island,National September 11 Memorial,36
h26921,Collective Governors Island,One World Trade Center,36
h26921,Collective Governors Island,Statue of Liberty,126
h38441,Ramada by Wyndham Staten Island,Staten Island Mall,30
h38441,Ramada by Wyndham Staten Island,Cape Liberty Cruise Port,84
h38441,Ramada by Wyndham Staten Island,The Mills at Jersey Gardens,90
h38441,Ramada by Wyndham Staten Island,Coney Island Beach,102
h38441,Ramada by Wyndham Staten Island,Statue of Liberty,120
h12092,Comfort Inn & Suites LaGuardia Airport,5th Avenue,48
h12092,Comfort Inn & Suites LaGuardia Airport,Trump Tower,54
h12092,Comfort Inn & Suites LaGuardia Airport,Memorial Sloan-Kettering Cancer Center,54
h12092,Comfort Inn & Suites LaGuardia Airport,Grand Central Terminal,54
h12092,Comfort Inn & Suites LaGuardia Airport,Roosevelt Island,60
h14840,LIC Hotel,Memorial Sloan-Kettering Cancer Center,30
h14840,LIC Hotel,Trump Tower,30
h14840,LIC Hotel,5th Avenue,30
h14840,LIC Hotel,Roosevelt Island,30
h14840,LIC Hotel,Grand Central Terminal,36
h86822,NobleDEN Hotel,Italian American Museum,1
h86822,NobleDEN Hotel,Mulberry Street,1
h86822,NobleDEN Hotel,Washington Square Park,17
h86822,NobleDEN Hotel,Brooklyn Bridge,24
h86822,NobleDEN Hotel,One World Trade Center,30
h13126,Courtyard by Marriott New York Manhattan/Upper East Side,Mount Sinai Hospital,15
h13126,Courtyard by Marriott New York Manhattan/Upper East Side,Metropolitan Museum of Art,24
h13126,Courtyard by Marriott New York Manhattan/Upper East Side,Memorial Sloan-Kettering Cancer Center,24
h13126,Courtyard by Marriott New York Manhattan/Upper East Side,Central Park,24
h13126,Courtyard by Marriott New York Manhattan/Upper East Side,Roosevelt Island,84
h92723,Residence Inn Marriott New York Downtown Manhattan/WTC Area,Wall Street,3
h92723,Residence Inn Marriott New York Downtown Manhattan/WTC Area,National September 11 Memorial,7
h92723,Residence Inn Marriott New York Downtown Manhattan/WTC Area,One World Trade Center,8
h92723,Residence Inn Marriott New York Downtown Manhattan/WTC Area,Battery Park,13
h92723,Residence Inn Marriott New York Downtown Manhattan/WTC Area,Brooklyn Bridge,20
h12211,Hilton New York JFK Airport,Citi Field,60
h12211,Hilton New York JFK Airport,Belmont Park,66
h12211,Hilton New York JFK Airport,Brooklyn Botanic Gardens,108
h12211,Hilton New York JFK Airport,Long Beach,108
h12211,Hilton New York JFK Airport,Brooklyn Museum,108
h76509,Park Hyatt New York,Trump Tower,7
h76509,Park Hyatt New York,Museum of Modern Art,8
h76509,Park Hyatt New York,Broadway,16
h76509,Park Hyatt New York,Central Park,16
h76509,Park Hyatt New York,Times Square,17
h16010,The Bowery Hotel,Washington Square Park,8
h16010,The Bowery Hotel,Brooklyn Bridge,30
h16010,The Bowery Hotel,Empire State Building,30
h16010,The Bowery Hotel,National September 11 Memorial,36
h16010,The Bowery Hotel,One World Trade Center,36
h11858,The Mercer,Judd Foundation House Museum,2
h11858,The Mercer,New York University,3
h11858,The Mercer,New Museum,7
h11858,The Mercer,Drawing Center,7
h11858,The Mercer,Washington Square Park,8
h65183,The Broome Nyc,Washington Square Park,14
h65183,The Broome Nyc,Brooklyn Bridge,24
h65183,The Broome Nyc,Wall Street,24
h65183,The Broome Nyc,National September 11 Memorial,24
h65183,The Broome Nyc,One World Trade Center,24
h15040,Heritage Hotel,Madison Square Park,2
h15040,Heritage Hotel,Flatiron Building,4
h15040,Heritage Hotel,Empire State Building,11
h15040,Heritage Hotel,Madison Square Garden,16
h15040,Heritage Hotel,Grand Central Terminal,24
h91634,"Mandarin Oriental, New York",Central Park,13
h91634,"Mandarin Oriental, New York",Trump Tower,15
h91634,"Mandarin Oriental, New York",Museum of Modern Art,15
h91634,"Mandarin Oriental, New York",Broadway,19
h91634,"Mandarin Oriental, New York",Rockefeller Center,20
h30468,"Hotel Indigo Flushing, an IHG Hotel",Bronx Zoo,66
h30468,"Hotel Indigo Flushing, an IHG Hotel",Roosevelt Island,84
h30468,"Hotel Indigo Flushing, an IHG Hotel",Memorial Sloan-Kettering Cancer Center,84
h30468,"Hotel Indigo Flushing, an IHG Hotel",Mount Sinai Hospital,90
h30468,"Hotel Indigo Flushing, an IHG Hotel",Metropolitan Museum of Art,96
h13400,Four Points By Sheraton New York Downtown,Wall Street,3
h13400,Four Points By Sheraton New York Downtown,National September 11 Memorial,12
h13400,Four Points By Sheraton New York Downtown,One World Trade Center,12
h13400,Four Points By Sheraton New York Downtown,Battery Park,14
h13400,Four Points By Sheraton New York Downtown,Brooklyn Bridge,16
h82868,Moxy Brooklyn Willamsburg,Washington Square Park,48
h82868,Moxy Brooklyn Willamsburg,Wall Street,48
h82868,Moxy Brooklyn Willamsburg,Brooklyn Bridge,54
h82868,Moxy Brooklyn Willamsburg,National September 11 Memorial,60
h82868,Moxy Brooklyn Willamsburg,One World Trade Center,60
h74224,Hotel Beacon,Central Park,11
h74224,Hotel Beacon,Manhattan Cruise Terminal,12
h74224,Hotel Beacon,Trump Tower,18
h74224,Hotel Beacon,Museum of Modern Art,18
h74224,Hotel Beacon,Metropolitan Museum of Art,24
h70098,Pestana CR7 Times Square,Times Square,7
h70098,Pestana CR7 Times Square,Madison Square Garden,8
h70098,Pestana CR7 Times Square,Broadway,10
h70098,Pestana CR7 Times Square,Bryant Park,11
h70098,Pestana CR7 Times Square,Empire State Building,14
h16044,Casamia 36 Hotel,Madison Square Garden,9
h16044,Casamia 36 Hotel,Times Square,14
h16044,Casamia 36 Hotel,Empire State Building,15
h16044,Casamia 36 Hotel,Broadway,16
h16044,Casamia 36 Hotel,Bryant Park,18
h06365,The St. Regis New York,Trump Tower,2
h06365,The St. Regis New York,Rockefeller Center,9
h06365,The St. Regis New York,Broadway,19
h06365,The St. Regis New York,Times Square,12
h06365,The St. Regis New York,5th Avenue,18
h19712,The Mark,Metropolitan Museum of Art,6
h19712,The Mark,Central Park,14
h19712,The Mark,"""Bloomingdales""",12
h19712,The Mark,Bergdorf Goodman,12
h19712,The Mark,Memorial Sloan-Kettering Cancer Center,18
h33233,"The L Hotel, Ascend Hotel Collection",Barclays Center Brooklyn,30
h33233,"The L Hotel, Ascend Hotel Collection",Battery Park,36
h33233,"The L Hotel, Ascend Hotel Collection",Wall Street,54
h33233,"The L Hotel, Ascend Hotel Collection",Brooklyn Bridge,60
h33233,"The L Hotel, Ascend Hotel Collection",Statue of Liberty,138
h38871,"Vista LIC Hotel, BW Premier Collection",Roosevelt Island,18
h38871,"Vista LIC Hotel, BW Premier Collection",Trump Tower,30
h38871,"Vista LIC Hotel, BW Premier Collection",Memorial Sloan-Kettering Cancer Center,30
h38871,"Vista LIC Hotel, BW Premier Collection",Grand Central Terminal,36
h38871,"Vista LIC Hotel, BW Premier Collection",5th Avenue,42
h41952,The Towers at Lotte New York Palace,Rockefeller Center,6
h41952,The Towers at Lotte New York Palace,Broadway,16
h41952,The Towers at Lotte New York Palace,Times Square,18
h41952,The Towers at Lotte New York Palace,5th Avenue,19
h41952,The Towers at Lotte New York Palace,Empire State Building,18
